animal_id,outcome_type
A686383,Adoption
A689078,Transfer
A756254,Adoption
A738833,Transfer
A736363,Adoption
A749625,Euthanasia
A748729,Adoption
A705977,Adoption
A747252,Adoption
A699964,Euthanasia
A765604,Adoption
A754054,Adoption
A695504,Adoption
A730697,Adoption
A706933,Transfer
A700968,Euthanasia
A732881,Adoption
A747201,Transfer
A741267,Adoption
A683655,Adoption
A670404,Adoption
A685247,Adoption
A684974,Adoption
A696154,Transfer
A695427,Adoption
A722660,Euthanasia
A712048,Transfer
A730051,Adoption
A529648,Adoption
A745083,Adoption
A701686,Adoption
A755806,Transfer
A658199,Adoption
A764208,Adoption
A684918,Adoption
A680860,Euthanasia
A734107,Adoption
A707219,Transfer
A718458,Adoption
A765520,Transfer
A672684,Adoption
A699537,Transfer
A733427,Adoption
A765622,Transfer
A752186,Adoption
A764626,Euthanasia
A736564,Adoption
A665157,Transfer
A705132,Adoption
A530786,Adoption
A671362,Adoption
A646449,Adoption
A750445,Transfer
A745556,Adoption
A683976,Transfer
A683330,Adoption
A686650,Adoption
A566279,Adoption
A733161,Transfer
A691046,Transfer
A752586,Adoption
A727539,Adoption
A682015,Adoption
A753041,Adoption
A705722,Adoption
A760551,Transfer
A750849,Adoption
A680820,Adoption
A720782,Transfer
A666990,Transfer
A738150,Adoption
A694192,Adoption
A736092,Adoption
A489376,Adoption
A679814,Adoption
A751967,Transfer
A722644,Transfer
A684867,Transfer
A673508,Adoption
A737771,Transfer
A665978,Adoption
A686041,Euthanasia
A705944,Adoption
A666263,Transfer
A747753,Transfer
A714747,Adoption
A675482,Transfer
A719658,Adoption
A668654,Adoption
A736568,Adoption
A672192,Adoption
A667339,Adoption
A742410,Transfer
A711541,Adoption
A676631,Transfer
A705215,Transfer
A664556,Adoption
A702917,Adoption
A718470,Adoption
A715216,Adoption
A682607,Adoption
A727620,Adoption
A719083,Adoption
A722328,Adoption
A678925,Adoption
A715049,Adoption
A752800,Transfer
A541496,Adoption
A711577,Transfer
A727834,Adoption
A731809,Transfer
A683390,Transfer
A728361,Adoption
A702083,Transfer
A727130,Adoption
A705476,Transfer
A704689,Adoption
A715574,Adoption
A757401,Adoption
A694779,Adoption
A739826,Adoption
A676366,Adoption
A738979,Adoption
A753428,Transfer
A697286,Adoption
A755582,Adoption
A678981,Adoption
A667014,Adoption
A720125,Adoption
A686178,Adoption
A716236,Transfer
A726114,Transfer
A724046,Transfer
A741557,Transfer
A742167,Adoption
A678073,Transfer
A764199,Adoption
A753648,Adoption
A681461,Transfer
A760809,Transfer
A692165,Transfer
A669920,Adoption
A721475,Adoption
A684982,Adoption
A707268,Adoption
A708875,Adoption
A673606,Adoption
A736916,Adoption
A725723,Transfer
A753781,Adoption
A718780,Transfer
A690525,Adoption
A719919,Adoption
A733030,Adoption
A679845,Adoption
A687914,Transfer
A745418,Adoption
A718051,Adoption
A732275,Adoption
A739682,Adoption
A750701,Transfer
A696051,Adoption
A727974,Adoption
A750031,Adoption
A757221,Adoption
A649659,Adoption
A684917,Adoption
A731136,Transfer
A698752,Adoption
A657659,Adoption
A763921,Adoption
A762209,Adoption
A725472,Adoption
A693848,Adoption
A733744,Transfer
A732846,Transfer
A735623,Transfer
A716859,Adoption
A698915,Adoption
A658441,Transfer
A719199,Adoption
A669068,Adoption
A729986,Adoption
A708985,Transfer
A723138,Adoption
A737784,Adoption
A713750,Adoption
A666582,Adoption
A701846,Adoption
A749471,Transfer
A693816,Adoption
A690489,Adoption
A735703,Adoption
A743679,Euthanasia
A713722,Adoption
A676238,Transfer
A747462,Transfer
A760567,Adoption
A708636,Adoption
A709825,Transfer
A677862,Transfer
A702382,Euthanasia
A676352,Adoption
A667690,Adoption
A676185,Euthanasia
A745610,Adoption
A668881,Adoption
A699785,Adoption
A709110,Adoption
A720505,Adoption
A765254,Euthanasia
A678899,Transfer
A705934,Transfer
A720873,Adoption
A753672,Transfer
A689901,Adoption
A753548,Adoption
A756563,Transfer
A680858,Euthanasia
A761115,Adoption
A749193,Adoption
A743248,Adoption
A672895,Adoption
A758607,Adoption
A729780,Adoption
A761847,Adoption
A744535,Adoption
A723273,Transfer
A737477,Adoption
A670994,Adoption
A696256,Transfer
A664341,Adoption
A691717,Adoption
A703156,Adoption
A727716,Adoption
A657596,Adoption
A711833,Adoption
A717045,Transfer
A700271,Adoption
A726048,Transfer
A683347,Adoption
A676529,Adoption
A704318,Transfer
A684710,Adoption
A711778,Adoption
A644793,Adoption
A703735,Adoption
A678452,Adoption
A728809,Transfer
A734404,Transfer
A725741,Adoption
A711944,Transfer
A726670,Transfer
A730849,Transfer
A676005,Transfer
A752562,Adoption
A718754,Adoption
A740691,Adoption
A668085,Transfer
A731359,Adoption
A693967,Adoption
A741268,Adoption
A757383,Transfer
A670113,Adoption
A680987,Adoption
A670591,Adoption
A754443,Euthanasia
A732769,Adoption
A762168,Adoption
A703480,Adoption
A707159,Transfer
A721123,Adoption
A748937,Adoption
A675619,Adoption
A751702,Adoption
A760337,Adoption
A704174,Adoption
A757623,Transfer
A726913,Transfer
A694544,Adoption
A745336,Adoption
A679945,Adoption
A715755,Adoption
A757811,Transfer
A701116,Adoption
A739073,Adoption
A681589,Transfer
A733093,Adoption
A741464,Adoption
A717616,Transfer
A759472,Adoption
A661611,Adoption
A711817,Transfer
A701162,Adoption
A677889,Adoption
A741917,Adoption
A759192,Adoption
A671412,Adoption
A746757,Adoption
A679275,Transfer
A744341,Adoption
A688007,Adoption
A749253,Transfer
A676663,Adoption
A730861,Adoption
A668412,Euthanasia
A692954,Transfer
A664080,Adoption
A693003,Adoption
A718024,Adoption
A674108,Adoption
A707043,Adoption
A705818,Adoption
A760703,Adoption
A745217,Adoption
A724234,Euthanasia
A712617,Adoption
A666667,Adoption
A604480,Adoption
A731316,Adoption
A699683,Transfer
A701392,Transfer
A667460,Adoption
A715552,Adoption
A721760,Adoption
A665666,Adoption
A736831,Transfer
A667795,Adoption
A703640,Adoption
A655811,Adoption
A715751,Transfer
A690214,Adoption
A700704,Euthanasia
A757503,Adoption
A704095,Transfer
A745438,Adoption
A714888,Adoption
A734325,Transfer
A715304,Transfer
A741542,Adoption
A734321,Adoption
A747346,Adoption
A740518,Euthanasia
A722685,Euthanasia
A710680,Adoption
A727198,Adoption
A737234,Adoption
A677980,Euthanasia
A699266,Transfer
A675932,Adoption
A665974,Adoption
A759895,Transfer
A752234,Adoption
A753660,Transfer
A665103,Adoption
A741640,Adoption
A676953,Euthanasia
A564774,Adoption
A753645,Adoption
A732497,Adoption
A737617,Adoption
A763631,Adoption
A704703,Adoption
A695706,Transfer
A674137,Adoption
A712328,Transfer
A700270,Adoption
A667498,Transfer
A671533,Adoption
A715764,Adoption
A737995,Adoption
A742449,Transfer
A579608,Adoption
A737041,Adoption
A753201,Adoption
A687458,Adoption
A746384,Adoption
A724965,Euthanasia
A740145,Transfer
A639948,Adoption
A722156,Euthanasia
A675357,Adoption
A711373,Transfer
A741160,Adoption
A701177,Transfer
A746422,Adoption
A682652,Transfer
A754895,Transfer
A693999,Adoption
A695920,Adoption
A701750,Adoption
A690005,Transfer
A732888,Transfer
A713907,Adoption
A750378,Adoption
A691216,Adoption
A692404,Transfer
A751974,Adoption
A746707,Adoption
A719542,Transfer
A698943,Adoption
A734775,Adoption
A691061,Adoption
A746656,Adoption
A751439,Adoption
A703978,Adoption
A667919,Transfer
A733091,Adoption
A691875,Transfer
A723734,Adoption
A719105,Adoption
A683354,Transfer
A738656,Adoption
A762029,Adoption
A744791,Adoption
A736870,Transfer
A665365,Adoption
A695175,Adoption
A634925,Adoption
A721554,Adoption
A710091,Adoption
A750606,Transfer
A696292,Adoption
A754560,Adoption
A726904,Adoption
A726050,Adoption
A665865,Adoption
A663721,Adoption
A754972,Adoption
A703323,Adoption
A678883,Euthanasia
A725983,Adoption
A722858,Transfer
A734889,Adoption
A751146,Adoption
A754422,Transfer
A726785,Adoption
A749352,Transfer
A679148,Adoption
A722662,Transfer
A697368,Adoption
A761812,Adoption
A689218,Adoption
A701366,Adoption
A759149,Transfer
A762602,Transfer
A673100,Adoption
A701833,Transfer
A700923,Adoption
A739314,Adoption
A688353,Adoption
A755191,Adoption
A683732,Transfer
A754441,Transfer
A676120,Adoption
A703095,Adoption
A676313,Adoption
A701146,Adoption
A712137,Adoption
A668834,Adoption
A756402,Transfer
A711422,Transfer
A707861,Transfer
A723393,Adoption
A703687,Adoption
A728174,Adoption
A749792,Adoption
A752628,Adoption
A728312,Transfer
A719099,Adoption
A734508,Euthanasia
A761625,Adoption
A666457,Adoption
A712920,Adoption
A686013,Transfer
A726106,Adoption
A721556,Adoption
A664743,Adoption
A704972,Adoption
A747560,Transfer
A748246,Adoption
A737575,Adoption
A730766,Adoption
A686077,Transfer
A732802,Adoption
A720973,Transfer
A741428,Adoption
A683941,Transfer
A734737,Adoption
A686671,Adoption
A732094,Adoption
A749060,Transfer
A744497,Adoption
A727759,Adoption
A719384,Adoption
A753050,Transfer
A728410,Adoption
A727603,Adoption
A712310,Euthanasia
A728058,Adoption
A727668,Transfer
A669700,Adoption
A756400,Transfer
A699292,Transfer
A691465,Adoption
A741963,Adoption
A613785,Adoption
A731752,Adoption
A695005,Adoption
A675101,Adoption
A714330,Adoption
A705525,Adoption
A720719,Adoption
A715501,Adoption
A729681,Transfer
A750050,Adoption
A764604,Transfer
A680920,Transfer
A666088,Adoption
A700622,Adoption
A734081,Adoption
A749511,Transfer
A724005,Transfer
A695060,Adoption
A742173,Adoption
A715743,Adoption
A724753,Adoption
A680268,Adoption
A692917,Adoption
A674275,Adoption
A677657,Transfer
A742670,Transfer
A670093,Transfer
A728687,Adoption
A669185,Adoption
A717090,Adoption
A668479,Transfer
A752348,Adoption
A705175,Adoption
A712094,Euthanasia
A729548,Adoption
A652857,Adoption
A743430,Adoption
A745241,Transfer
A683068,Euthanasia
A746575,Adoption
A730283,Adoption
A696624,Adoption
A680593,Adoption
A688803,Adoption
A728025,Adoption
A694186,Adoption
A386688,Adoption
A683311,Adoption
A679025,Adoption
A681434,Adoption
A757950,Transfer
A754943,Adoption
A660360,Adoption
A673108,Adoption
A675665,Adoption
A749765,Adoption
A694250,Transfer
A725871,Transfer
A669734,Adoption
A764429,Transfer
A708013,Transfer
A691803,Adoption
A737964,Adoption
A710081,Euthanasia
A703863,Transfer
A743546,Adoption
A668652,Adoption
A737285,Adoption
A712690,Euthanasia
A735063,Adoption
A755621,Euthanasia
A695680,Adoption
A669280,Adoption
A673837,Adoption
A724378,Adoption
A741773,Adoption
A738604,Adoption
A755479,Transfer
A747119,Transfer
A661782,Adoption
A687594,Transfer
A710817,Adoption
A621530,Adoption
A686901,Transfer
A756193,Transfer
A764584,Transfer
A728371,Adoption
A367438,Adoption
A752275,Adoption
A703884,Euthanasia
A681238,Transfer
A733376,Adoption
A732273,Adoption
A710570,Transfer
A677538,Transfer
A675007,Adoption
A678487,Adoption
A677304,Adoption
A756933,Adoption
A718946,Adoption
A669170,Adoption
A711107,Transfer
A678592,Euthanasia
A680516,Transfer
A668093,Adoption
A719769,Adoption
A689235,Transfer
A701995,Adoption
A692456,Transfer
A728712,Transfer
A705340,Transfer
A758797,Adoption
A701529,Euthanasia
A728362,Adoption
A702501,Adoption
A684091,Adoption
A687843,Adoption
A695839,Adoption
A753536,Adoption
A764246,Transfer
A693406,Transfer
A701768,Transfer
A722305,Adoption
A680744,Transfer
A749218,Adoption
A690474,Transfer
A745473,Adoption
A703262,Euthanasia
A674537,Adoption
A743591,Transfer
A705258,Transfer
A721152,Adoption
A677245,Transfer
A738053,Adoption
A699842,Adoption
A721461,Adoption
A701109,Adoption
A678352,Transfer
A718909,Adoption
A706611,Transfer
A742919,Adoption
A709020,Adoption
A667842,Adoption
A721137,Transfer
A748754,Transfer
A727363,Adoption
A749429,Transfer
A747303,Adoption
A736562,Transfer
A666717,Adoption
A736040,Transfer
A737410,Adoption
A709810,Adoption
A678349,Adoption
A669416,Adoption
A762081,Adoption
A672735,Transfer
A728543,Adoption
A713905,Adoption
A712970,Adoption
A735784,Adoption
A683244,Adoption
A756082,Adoption
A701894,Euthanasia
A747127,Euthanasia
A683057,Adoption
A716707,Transfer
A681281,Adoption
A724348,Euthanasia
A759387,Transfer
A751708,Adoption
A692344,Adoption
A690160,Adoption
A751584,Transfer
A708191,Adoption
A759217,Transfer
A705581,Transfer
A681970,Adoption
A716517,Adoption
A731116,Transfer
A689022,Transfer
A730991,Transfer
A719153,Adoption
A704586,Adoption
A728173,Adoption
A591739,Adoption
A752963,Adoption
A561418,Adoption
A682388,Euthanasia
A701737,Transfer
A716089,Adoption
A685356,Adoption
A751614,Adoption
A758028,Transfer
A667669,Transfer
A724360,Adoption
A763267,Adoption
A711873,Adoption
A666123,Adoption
A711941,Adoption
A694191,Transfer
A753435,Adoption
A747585,Adoption
A756396,Adoption
A741493,Euthanasia
A752804,Transfer
A694547,Adoption
A759027,Transfer
A680397,Transfer
A736708,Adoption
A751717,Transfer
A721039,Adoption
A679602,Adoption
A757821,Transfer
A758814,Transfer
A741274,Adoption
A765821,Adoption
A732539,Transfer
A666703,Adoption
A750407,Transfer
A678582,Transfer
A703359,Adoption
A755144,Transfer
A689909,Adoption
A688025,Adoption
A688949,Transfer
A691650,Adoption
A671345,Adoption
A692879,Adoption
A710079,Adoption
A666124,Transfer
A666354,Adoption
A738362,Adoption
A669116,Adoption
A695749,Adoption
A686560,Adoption
A730957,Adoption
A728802,Transfer
A759604,Euthanasia
A676641,Adoption
A740161,Adoption
A755519,Adoption
A702911,Adoption
A707269,Transfer
A705303,Transfer
A743515,Adoption
A759332,Adoption
A711259,Adoption
A716918,Adoption
A757838,Adoption
A665022,Adoption
A703416,Adoption
A693422,Adoption
A700237,Adoption
A761828,Transfer
A755742,Transfer
A677202,Adoption
A737602,Adoption
A686634,Adoption
A691944,Adoption
A692552,Adoption
A672650,Adoption
A666262,Transfer
A731551,Transfer
A751993,Adoption
A746397,Euthanasia
A764091,Transfer
A748511,Transfer
A730953,Adoption
A741896,Adoption
A720299,Adoption
A662850,Adoption
A677793,Adoption
A705327,Euthanasia
A738758,Adoption
A763736,Transfer
A676052,Adoption
A713499,Adoption
A751817,Transfer
A682876,Adoption
A747170,Adoption
A750631,Transfer
A615299,Adoption
A746737,Adoption
A742219,Adoption
A716922,Adoption
A670566,Adoption
A676324,Adoption
A678545,Adoption
A692596,Transfer
A744164,Transfer
A738645,Adoption
A732723,Transfer
A737318,Euthanasia
A694766,Transfer
A663961,Adoption
A754238,Adoption
A727416,Transfer
A661949,Adoption
A688006,Adoption
A702230,Transfer
A666611,Transfer
A705993,Transfer
A698812,Adoption
A701208,Adoption
A634207,Adoption
A758795,Adoption
A757370,Transfer
A743381,Adoption
A609226,Adoption
A760756,Transfer
A731479,Adoption
A703813,Transfer
A765543,Transfer
A699267,Adoption
A716061,Adoption
A712643,Adoption
A716876,Adoption
A705824,Transfer
A708372,Adoption
A715199,Adoption
A696230,Adoption
A764008,Adoption
A736291,Transfer
A677463,Transfer
A686826,Adoption
A732490,Adoption
A761862,Adoption
A661259,Adoption
A734515,Euthanasia
A722285,Adoption
A743977,Adoption
A761360,Transfer
A747521,Adoption
A720297,Adoption
A755143,Transfer
A680542,Transfer
A720997,Adoption
A752164,Transfer
A742881,Transfer
A744807,Transfer
A734922,Adoption
A751292,Adoption
A736140,Transfer
A705613,Adoption
A737196,Adoption
A745854,Adoption
A699387,Transfer
A738806,Transfer
A670429,Transfer
A665466,Transfer
A756085,Euthanasia
A724151,Transfer
A751073,Adoption
A707017,Adoption
A733205,Adoption
A726396,Adoption
A669284,Transfer
A736361,Adoption
A678641,Adoption
A740023,Adoption
A759146,Transfer
A677305,Adoption
A730217,Adoption
A698798,Adoption
A759278,Adoption
A721647,Transfer
A701739,Transfer
A683764,Adoption
A707881,Transfer
A700360,Transfer
A731786,Transfer
A691563,Adoption
A717098,Adoption
A714220,Adoption
A735769,Euthanasia
A751063,Adoption
A674341,Euthanasia
A707451,Transfer
A671372,Transfer
A743553,Adoption
A725293,Adoption
A715992,Adoption
A756534,Adoption
A745558,Transfer
A728665,Adoption
A664936,Adoption
A638172,Adoption
A751747,Adoption
A763396,Transfer
A690041,Adoption
A733858,Transfer
A730258,Transfer
A710166,Adoption
A753219,Adoption
A750448,Adoption
A721270,Transfer
A761879,Transfer
A757410,Transfer
A745333,Euthanasia
A701614,Transfer
A678247,Adoption
A665492,Adoption
A716060,Adoption
A693526,Adoption
A705804,Adoption
A733699,Adoption
A692512,Adoption
A680585,Adoption
A712937,Adoption
A678786,Adoption
A726065,Adoption
A719921,Adoption
A721357,Adoption
A745936,Euthanasia
A669179,Transfer
A715689,Adoption
A752751,Adoption
A672909,Adoption
A755579,Adoption
A753445,Transfer
A697365,Adoption
A752031,Adoption
A711682,Adoption
A698665,Adoption
A694130,Transfer
A696958,Adoption
A720162,Transfer
A713515,Transfer
A737728,Adoption
A566309,Adoption
A665959,Adoption
A715306,Adoption
A743812,Adoption
A716321,Adoption
A739087,Adoption
A762964,Adoption
A670769,Adoption
A731344,Adoption
A708757,Adoption
A740218,Adoption
A750549,Adoption
A743001,Adoption
A713184,Transfer
A708353,Transfer
A699153,Transfer
A698849,Adoption
A742588,Adoption
A704769,Adoption
A706546,Adoption
A678289,Adoption
A651982,Adoption
A717567,Adoption
A703568,Adoption
A733986,Transfer
A759717,Transfer
A712176,Adoption
A737396,Adoption
A748042,Transfer
A762193,Adoption
A744430,Adoption
A663294,Adoption
A764609,Transfer
A699239,Adoption
A679178,Adoption
A712662,Adoption
A669191,Transfer
A746032,Adoption
A698522,Adoption
A704512,Adoption
A722519,Euthanasia
A751119,Adoption
A699084,Adoption
A752533,Adoption
A730340,Transfer
A688073,Transfer
A716043,Adoption
A672549,Adoption
A721019,Adoption
A675105,Adoption
A756170,Adoption
A716962,Adoption
A757292,Adoption
A676964,Adoption
A684681,Transfer
A721361,Adoption
A681153,Transfer
A667206,Adoption
A757906,Adoption
A737502,Transfer
A715800,Adoption
A669002,Transfer
A724364,Adoption
A668534,Transfer
A713222,Transfer
A755967,Transfer
A663907,Adoption
A701056,Adoption
A706870,Adoption
A714528,Transfer
A680620,Transfer
A740025,Adoption
A695981,Adoption
A685040,Adoption
A683067,Transfer
A693094,Transfer
A667766,Adoption
A725730,Adoption
A738511,Adoption
A679580,Adoption
A736047,Adoption
A575803,Adoption
A715026,Adoption
A707521,Adoption
A761046,Adoption
A745751,Adoption
A714228,Transfer
A733033,Adoption
A732071,Adoption
A722464,Transfer
A723103,Adoption
A762100,Adoption
A741788,Adoption
A763339,Adoption
A713460,Transfer
A702970,Transfer
A764160,Adoption
A707547,Transfer
A699091,Adoption
A749443,Transfer
A704135,Adoption
A685088,Adoption
A682765,Adoption
A664903,Adoption
A741720,Adoption
A715182,Adoption
A708990,Adoption
A709363,Adoption
A753356,Transfer
A754101,Adoption
A695211,Adoption
A724888,Adoption
A751483,Adoption
A681139,Transfer
A764721,Adoption
A698146,Adoption
A749830,Adoption
A687019,Transfer
A719483,Transfer
A502800,Adoption
A675315,Adoption
A756374,Transfer
A678222,Adoption
A758567,Transfer
A710788,Euthanasia
A720760,Adoption
A664507,Transfer
A730194,Adoption
A749300,Transfer
A710393,Adoption
A747279,Transfer
A716834,Adoption
A663148,Adoption
A714582,Adoption
A682392,Transfer
A709141,Adoption
A699474,Adoption
A735038,Transfer
A732596,Adoption
A746532,Transfer
A672472,Adoption
A725383,Transfer
A754156,Adoption
A760889,Adoption
A765593,Transfer
A683245,Adoption
A730155,Adoption
A689441,Adoption
A730973,Adoption
A725340,Euthanasia
A725245,Adoption
A704885,Transfer
A725012,Adoption
A752279,Adoption
A692367,Adoption
A692096,Adoption
A674043,Adoption
A741607,Adoption
A701165,Transfer
